accepted_date ,a_id,change_ticket,risk_level,deferred_count,acceptance_type,false_positive_state,existing_patch,owner_comments,rejection_evidence,remediation_comments,completion_date,remediation_plan,remediation_proof,approch_used,vulnerability_source,status_date,unique_id,total_nd_vis_count,total_vis_count,active_vis,active_ns_vis,task_state,task_desc,assignment_count,cve_code,asgm_group,task_id,last_update,task_creation_date,task_closed_date,asset_identifyer
6/13/2020,FC25E3EE,,Very High,0,,,No,,,,7/21/2020,NG1q5azRKKDJfaKspkU3wkh8jC5y3shLZQsq95qn,,,Infra,7/20/2020,wCa3H5,,,,,Resolved,yGbe8D6hgcqHjZQVKCdajZ5NXE02VqnXBsln5Rfn,0,CVE-2023-4863,g9yNg30q3I,task16430,7/20/2020,6/13/2020,,asset0034
2/2/2019,50BF6842,,High,0,,,No,,,,7/13/2023,Xm2DfBqjcNn9pRfaXOywlWxF6SO6yBP5SIPwDTuV,,,Infra,12/21/2019,mQdhkJ,,,,,Open,QEAsvMCVG4QTwHJwSHJTxtsphNSWakEHayL90RTp,0,CVE-2021-44228,aB2dphbtkm,task18313,3/14/2023,2/2/2019,,asset0273
6/1/2021,0CB38DB5,,High,0,,,No,,,,2/7/2022,x3CIx80HQzaXUmuJSFFdiG9KQGBZVPgvSRgCwFZa,,Removal of software,Infra,10/3/2021,3pDxnn,,,,,In Remediation,g70jUv18MRjBGOzdm3R4cNuIQc5HCUkYNYIWmoXq,0,CVE-2023-4863,WkLEKkuzON,task19782,2/2/2022,6/1/2021,,asset0901
12/3/2022,79129C16,A050D8,Critiacal,0,,,No,,,,4/21/2023,FlY8WLGnStQZoRIYQHuT9y6TvGMdhccoVB9924ek,,,Infra,3/9/2023,GkZGeF,,,,,Closed,EFFsCzvEJL2PSEVTPY8mX2eLvUf3I4HQQbYM9WKK,0,CVE-20163427,wGIvvnkdT7,task17020,4/15/2023,12/3/2022,4/15/2023,asset0746
10/16/2020,3B1B76A0,,High,0,,,Yes,,,,7/22/2023,i6HvEwRLBcZd3bcP9v7sU7NWz09gYKsHjZT5JJVc,,,AppSec Scan,6/16/2023,r2rFC5,,,,,Open,Ks9kEZXArGObZgIM7ljcuj586d31hIT0xudUeZ9N,0,CVE-2019-17571,zEfhYjeMYE,task15463,7/15/2023,10/16/2020,,asset0992
11/18/2019,7B23F228,,High,0,,,No,,,,10/24/2022,crYUak85dbmvOXkw2ZgHDGJWaJfU29ScSBw7nww1,,,Infra,7/5/2022,Ct6kZs,,,,,Closed,uKnYHC5W23hKi3Buil5ckE3UglCfSUJCLN0zQiXk,0,No-CVE,rUJv0Jbi8b,task16407,9/29/2022,11/18/2019,9/29/2022,asset0815
8/2/2020,D9FD2AF4,,High,0,,,No,,,eapVdCNXeqBSXnXapD3wv7LPgRdfoy6I411Bex051mxrnDCDPbqA9SyfCUgntOUKRCEGBLkmsrA6wcA9IEkgeUjXC3v8V6X0rcYx,8/19/2021,2KkbsZdXTmqc2qH7884SeIYGs0OzIMjkqLeitd0v,,,Infra,11/30/2020,mTFZJd,,,,,Closed,dm6Il1OsjfkUsfTboUSYrNgFf9eYZSwQDrI7Ankg,0,CVE-2022-42889,HdIQY5p3MN,task17941,12/1/2020,8/2/2020,12/1/2020,asset0128
10/2/2022,75C52D6B,,High,0,,,No,,,,6/26/2023,Q6dNssK6rfQIy5mnZsY7MGQo8dwqU0Ue0zL37fUT,,,Infra,4/20/2023,4wmWLg,,,,,In Remediation,4Rx2HTiV9cLPmGnCkz1dlC9hQqNtdw4ayHpTdlF4,2,CVE-2019-17571,dqCjDKK3y2,task15300,4/23/2023,10/2/2022,,asset0491
6/19/2020,F2284DA3,,Emergency,0,,,No,,,,7/20/2023,ovSl2KMAlvrjncmUo0RIoMC1hxHqCF7pzgdUT62h,,Removal of software,Infra,1/4/2023,W88NYS,,,,,Closed,dlg6igr0ByanJAkAdaSGfDmVZPLwKOfaTXwx4nRL,0,CVE-2019-17571,JFqb5QwmB4,task15444,1/12/2023,6/19/2020,1/12/2023,asset0197
8/25/2020,4C424274,,Emergency,0,,,No,,,,2/8/2023,fhbXMewZYKPIXsiGZan4ZspOkvNhp4otVuOizphj,,,Infra,9/21/2022,E4xVgR,,,,,Resolved,fL5zWyKtIqOTYM5uV7Vwr0YK7WiaPJVSaGPGdzqp,0,No-CVE,5yhBkCeH31,task18343,1/31/2023,8/25/2020,,asset0710
6/25/2023,BD89BFFA,,Emergency,0,,,No,,,,8/5/2023,24tmUg0f2e1YXwMwOd1FOrNX0fwrqC2a3CoWngHl,,Patching,AppSec Scan,7/12/2023,tIbGpP,,,,,Closed,ZTgzCFj6PF2AyB86NhfB81cvfaFIDGIm1NJuIPTF,0,CVE-2018-1270,JVRa4yulMJ,task17121,8/5/2023,6/25/2023,8/5/2023,asset0396
6/15/2019,792D8B8E,,Very High,0,,,No,,,,1/13/2022,A3Q3qWIVeFtfGK1VZP8Hbr6cxGN3iEmjDF1MfG8x,,Removal of software,AppSec Assessment,7/10/2020,9Alr1H,,,,,Resolved,thK7bWVUu9U1ppJNuzDRaFNyowLZf3Q0J4myAyhF,0,CVE-2023-4863,FK4Qoa8VsF,task18644,7/18/2021,6/15/2019,,asset0534
5/27/2021,934E92AC,,Very High,0,,,No,,,,8/19/2022,8jjuJMTUhasf3WzkWezV0AbhfPWaGvYVIdq4t11y,,Major Version Upgrade,Infra,5/1/2022,SRSuaK,,,,,Closed,YI6L3CNz4ZneCCHZvx5n63DlVwaJ4pcFqtWff0va,0,CVE-20163427,FnzVI070TY,task17871,8/9/2022,5/27/2021,8/9/2022,asset0150
3/5/2020,B3C2E39A,,Very High,0,,,No,,,,6/1/2023,c3m3RuiP4RxjAj4Gp3N3qnIQlc0iKA0A65crAJMi,,,Infra,5/2/2023,O9OtaX,,,,,Resolved,m31zgDsVUvyWFHYndFsxmAWysCUosdZ8QEumTsxR,0,No-CVE,qmxxJYA6PP,task16351,5/14/2023,3/5/2020,,asset0331
5/8/2022,017FECCC,,Very High,0,,,No,,,,4/15/2023,sVD9n9c3sCyVb53Vm7EOrlnlPFWgBNSSIOUqJeM4,,,Infra,11/3/2022,02YvAW,,,,,Closed,izRwdlVrdtqR8GF8yd4Aft6TCFciPReqDKTyTuqD,0,CVE-20163427,sqP9w97nNW,task15288,4/4/2023,5/8/2022,4/4/2023,asset0592
3/30/2019,81FEC950,,High,0,,,No,,,,12/13/2021,kGIIyPMVfntD584pmR8VKILk9PLco9bUsqu4sfg1,,,AppSec Scan,9/30/2020,QpEJiR,,,,,Open,DGanFE8rfHHvVEgUfykVms3q2Wsr3koQ3xdj9cze,0,CVE-2022-42889,2TzGnoiL8q,task16133,12/6/2020,3/30/2019,,asset0053
1/31/2022,3EEEFD30,,Emergency,0,,,No,,,,11/14/2023,4WrvOE9EDUWwJI5YvfsDldKDD9YVxQpr4daKnDfq,,,Infra,11/8/2023,RZzLcC,,,,,Under Investigation,9XnPYgZeTdhPpNruXyM3LClVTfRg3Ju90NJcvbTX,0,CVE-2022-42889,bZ9yglPO7b,task18412,11/12/2023,1/31/2022,,asset0553
8/5/2019,B3BE2260,,Critiacal,0,,,No,,,,8/25/2021,labAvZq90JA9453xxpPdhxuQiWbUPQPUc4dKzbm7,,,Infra,10/2/2019,KlIYRz,,,,,Resolved,1CxhjBhd1OT4lcjXeuXRDwrPdFtgCq653dpi0CbS,1,CVE-2023-44487,DMRxBzFTBt,task15523,4/30/2020,8/5/2019,,asset0174
11/1/2022,DBEF508E,,High,0,,,No,,,,1/31/2023,25QXW3XhnvqZR11MwbWzUuEKwO9AYAe5znCznWD3,,Removal of software,Infra,1/30/2023,3O7RkA,,,,,Open,jH4Kqmh9ftlGqpGBq2zroH6pleAxztAu8UXXmKHH,2,CVE-2021-44228,HgENkD8r5k,task19460,1/30/2023,11/1/2022,,asset0576
5/23/2021,5AEB8587,,High,0,,,No,,,,3/7/2022,NTki19FKivVpoJx3UAp408m4A8Iu62B9hZ3LvgYY,,Patching,Infra,6/10/2021,lMb8l9,,,,,Closed,wr8qHLcZu3kGIgs1yyuKZgfkv2jtALxYbyc7qxVn,0,CVE-20163427,HdXRKMuKWS,task16530,9/26/2021,5/23/2021,9/26/2021,asset0302
6/1/2022,95DCE29E,,Critiacal,0,,,No,,,,3/30/2023,wUx6zDUAEkq6oJuqjkEsI7rVIY17gYBvtrXZFi3V,,,Infra,8/9/2022,hMREaL,,,,,Open,DMUpi6jzNkq50duZuEKLJwySrYVDwW8Aa0k2cbBx,0,CVE-2022-42889,YPVUHuB343,task17738,8/21/2022,6/1/2022,,asset0094
8/24/2018,771A7CF1,,High,0,,,No,,,,7/21/2019,5amXLEjk2P6RdufXQr2oDHCuTRtICkm1mWuMjlYa,,Major Version Upgrade,Infra,3/24/2019,MUXStN,,,,,In Remediation,yXxnA5vSiGnSjSd2UyttiV0VPtOE4SkpP3rCDrdg,2,No-CVE,aTaB4MM9p3,task16260,6/5/2019,8/24/2018,,asset0669
2/26/2018,1E480D32,B645AF,Very High,0,,,No,,,,9/22/2020,Yk6X4KUhT0jWLGV1ypez6UjcD0e7voDMywu6NdEy,,,Infra,6/1/2020,gnBxTZ,,,,,Closed,Ic3r7xxQyrNJEmbLdXQ2bbvQNW7bJSGFyxLOH0e7,0,CVE-2023-44487,cmIsJamfhQ,task16182,8/14/2020,2/26/2018,8/14/2020,asset0197
7/27/2022,F6C9FA3D,,Emergency,0,,,No,,,,7/27/2022,aqhrpOHrV3csepfkIYpj7tTMzV0PCoZ3cRHNLdTW,,Removal of software,Infra,7/27/2022,P2vAMm,,,,,Closed,io4VztHA6AV9ysHt4bTGJAxl7ZhmSAyHpn1YQmER,2,No-CVE,OUvkgJt6t6,task15625,7/27/2022,7/27/2022,7/27/2022,asset0633
2/22/2021,4F5460EB,,Critiacal,0,,,Yes,,,,4/19/2021,nY2EjMwsiGM1WUt9grePmPp3zfiAnR2ymQpKKBhR,,Patching,Infra,3/22/2021,lUy5O5,,,,,Open,LeTdKODNRJXNUN6vyGdilXUVFSual1jY37tyq0aK,0,No-CVE,jLyXrUoC7O,task18683,4/9/2021,2/22/2021,,asset0134
6/12/2020,A2026710,,High,0,,,No,,,,9/14/2022,2JGSDc88GftFjMBLwavZjhCERlMVUWXSr4X6ZfrW,,Removal of software,Infra,1/31/2022,nby6kB,,,,,Closed,QQqZP9uQl1eAyvMy3KqnHhpeZIcsLEGMFS227d7W,0,CVE-20163427,mNeROC6oKX,task17582,6/11/2022,6/12/2020,6/11/2022,asset0776
12/17/2018,10011319,,Very High,0,,,No,,,,4/24/2019,SJ6MorEGls5XJ0OMBzzcGm9n1QM5mnoCzoZAmMCv,,Removal of software,Infra,4/2/2019,EQprKm,,,,,Closed,Ka646R8r9W5i066MuVEaMygJbUZWZAro5ULG9PMp,0,CVE-2021-44228,suFq6nAidx,task16891,4/8/2019,12/17/2018,4/8/2019,asset0117
7/12/2023,989B153F,,High,0,,,No,,,,10/14/2023,LhDC6kXwHOmufJf1jV4PHinIuXTUeiDdixwzSAoL,,,Infra,10/6/2023,X2fPUN,,,,,In Remediation,vN0IfSBtqF6zrtNXXtN0eLqWYzehBD4zWME8KAy6,0,CVE-2021-44228,qdGg4CIJhO,task17695,10/6/2023,7/12/2023,,asset0430
6/21/2020,15FDCC5B,,High,0,,,No,,,,10/10/2020,574oNvpiAheeqkniSSFjsrsdbK1pLdIqpaZGezTz,,Removal of software,Infra,8/9/2020,Q9QydV,,,,,Closed,S9mBt8xGjkrPWYMnryq0Y97ELWHKlFmtVdIctGYe,0,CVE-2018-1270,KPn7582hRL,task19420,9/12/2020,6/21/2020,9/12/2020,asset0411
2/1/2019,4F96AB77,,Very High,0,,,No,,,,2/1/2021,EcpChdJL466wbtnvyifaevIUpk3fUQrdWyiabuxf,,,Infra,9/19/2019,KdViVn,,,,,Closed,3CPWajxGgy4df217CEIlKiPgKZjVowHiEnb1m9RP,0,CVE-2023-4863,h9uhOvHnef,task15295,11/7/2019,2/1/2019,11/7/2019,asset0571
12/11/2020,2EF6A0D4,,Very High,0,,,No,,,,1/2/2024,5sfk0m8aWGtgR1JZZc9rXDIivq6s1K7QwES85yw8,,,Infra,11/9/2021,kWXEpZ,,,,,Open,t4EJf2mhJ4ajyC4uWkNkyplY5EkSCarPpPdN9klb,0,CVE-2019-17571,z53d7og22E,task17739,6/1/2022,12/11/2020,,asset0258
9/19/2022,07925D7E,,High,0,ZArl1xu5gcyyDbEliWUXcDuVBaYXt33CA6dl2TmOM2HHVBqwmPVMGaIP3o09a6oFXs5JhhOttiJddRbk,,No,,,,9/29/2023,4QpzNxbZ7RM4JYbxEpodxGCrY9xhEZxqLvcDZOiU,,,Infra,7/14/2023,kFXmdZ,,,,,Closed,E3u3mwzkXImMC8S9LPiq0hZaYJGXoE5k3p4pCyNE,0,No-CVE,G7geLBa3fI,task15975,9/1/2023,9/19/2022,9/1/2023,asset0134
3/19/2020,13CD6292,,Very High,0,,,No,,,,8/6/2021,N6stg7EyR6scCVyYJZdV2jSXjW435oWknpTyMhJZ,,,Infra,12/17/2020,m5rsAU,,,,,Resolved,1mI7WCXfE0mzVipktR9bQiDgizFXsmA5fyQ6Pm6A,0,CVE-2023-44487,j1st4nAYXJ,task15478,1/27/2021,3/19/2020,,asset0196
9/13/2019,63814770,,Emergency,0,,,No,,,,9/1/2023,91sPXReMwWt3aG4mlCqcO51x9eOwX9KES9bmMnZZ,,,Infra,1/28/2023,01szRX,,,,,Closed,BTREEfTAaPlZzGxZDyMp6y0A70s9vcG8FdCtV3MT,0,CVE-2019-17571,FTlwh4ALgt,task15420,3/12/2023,9/13/2019,3/12/2023,asset0536
2/25/2020,6ECAF422,,Very High,0,,,No,,,,7/29/2023,YTrYyyQg39wS0JlIsovG28lccgDeipZ5GbwiPMM7,,Removal of software,Infra,1/17/2021,1Q69xl,,,,,Resolved,l3MJ3BlpwaeZKYNiARQDrmtyPKppmv7ZIAYUGlqj,0,No-CVE,O4Z8JmLSm5,task16499,6/17/2021,2/25/2020,,asset0034
4/18/2022,C4F5AB54,,Very High,0,,,No,,,,12/9/2022,BHBugTqlMV3MSkWRdZdfGURJfLJHkUBA2F7iUNzX,,Patching,Infra,8/15/2022,ZrVPwY,,,,,Under Investigation,HA5jH1aCeLGFhRIOed42WjDjRHC0jxnVSVSHUNNT,0,No-CVE,EWfvyIykDn,task18237,11/23/2022,4/18/2022,,asset0435
10/17/2022,AF843D26,,Very High,0,,,No,,,,12/3/2022,bYNZoK8TKgDxdi9Yvly8USOtEPCudrNjkHYVZmkz,,,Infra,11/24/2022,YNzQSH,,,,,In Remediation,Nl6XjZYqcxGHpn5ODtwaauoVAuQSbgPcdfkYnDgA,0,No-CVE,jYefb4lD9V,task18101,12/2/2022,10/17/2022,,asset0719
9/7/2019,91EA1354,,High,0,,,No,,,,7/29/2022,HH57CqZCXOwsuzRWdUqgwwlzI1cAR8L7BkHo6mJl,,,AppSec Assessment,3/23/2020,YPwqwa,,,,,Closed,4F1hP1Yb04w4af9jrSksEJAVhy4E1W00JrL5LwVp,0,CVE-2018-1270,a16SCX3aTk,task18403,5/7/2020,9/7/2019,5/7/2020,asset0005
9/22/2021,5D01C052,,Very High,0,,,No,,,,6/24/2023,A6ppPFlnevz9dtw7x3AGHBvPodU2dpdBkBwlzig2,,Patching,AppSec Assessment,9/21/2022,cHTZsU,,,,,Closed,w84sG7o4hY5O6MOVxZCwJanEnZMqL8YdFdZkBv0a,0,No-CVE,E6dkw1mgNE,task17400,10/8/2022,9/22/2021,10/8/2022,asset0664
4/16/2020,864985D6,,High,0,,,No,,,,5/7/2022,4SuYJHogE80Gw9bO9g8p1mWRdWRiJSw6tlL0hCGk,,,Infra,2/3/2021,abPMbY,,,,,Under Investigation,9rPbkhyGR2hxbCt8kMu3TQMqTA1mPEIN3XmjuHTa,1,No-CVE,pIvfT55u5U,task16932,7/6/2021,4/16/2020,,asset0510
11/25/2018,E7A775CD,,Emergency,0,,,No,,,,3/3/2019,svBi8T0H3a8ErQ2tLa7N3jBqlyNYdxOqIGoQOEWt,,Major Version Upgrade,Infra,2/6/2019,klkyaW,,,,,Open,T6CmUgMPBrL4GTRLGsIe7gvx2ZPRXy5pEhvSupA2,1,CVE-2021-44228,76ydLgi5vN,task15799,2/19/2019,11/25/2018,,asset0396
4/18/2019,ECD5384F,,Very High,0,,,No,,,,2/15/2021,Cw57H6M3IMaB03pvu8WRoTF9LNfxm4IjE7eHy2rg,,Major Version Upgrade,Infra,9/1/2019,iAOsTt,,,,,Open,6gZHouGlK4dmOFRFRa1dzvazeFKujNc4nTu3NQxY,0,CVE-2019-17571,bGMo6bBaF4,task16138,10/18/2019,4/18/2019,,asset0581
1/19/2018,BEFA7C75,,Very High,0,,,No,,,,1/22/2021,g7sl10sadnU9SnMAzBHTmMGI2NoHazi28imNkJqd,,,Infra,12/21/2019,6bDhAK,,,,,Closed,fg7kYkRLR3H66gnigZcHQmnYus24EDmUB6PStz71,0,CVE-2023-44487,yFPVvijvB9,task15321,9/14/2020,1/19/2018,9/14/2020,asset0173
11/13/2021,0311CBAB,,Very High,0,,,No,,,,10/5/2023,lIMOjzZxV6oHmZ7W48m72iLduA8zWZnNTwzxpG6u,,,Infra,11/14/2021,AxTvoq,,,,,Closed,rb0GCtGTgDGQ0OPbM6jDuVyWCKq5Vmj7yeb6EM10,0,No-CVE,rNFeGKneZr,task16197,9/11/2023,11/13/2021,9/11/2023,asset0180
2/14/2021,7B9C84B1,,Emergency,0,,,No,,,,8/25/2023,woXJmJ4WnRpU27NzzqXrvx43uCPJy1zOmZMP83MP,,Removal of software,Infra,3/21/2023,V0lhtf,,,,,Closed,1WPDPyzWvs81EFOGldbo4OBaCur6ZP3ICoCWX6OO,0,CVE-2021-44228,BdEatoOexl,task15444,6/21/2023,2/14/2021,6/21/2023,asset0321
11/9/2022,47250684,,High,0,,,Yes,,,,6/21/2023,EkhqD4r6GhYeEf7kyraQ4kEwv4EgjjdhbO44sRJt,,,Infra,1/11/2023,3g52LQ,,,,,In Remediation,x14bJe8NZh1IftGWSjgg31EXOAF0ze86U1xAFWAL,2,CVE-2022-42889,gUU7Q7Qabf,task16951,6/4/2023,11/9/2022,,asset0494
2/25/2018,0601F373,,High,0,,,No,,,,11/27/2020,U4OPeDzx9GHG2FrMMmD9lxeWqM5QOjK6r0WPDXW8,,Patching,AppSec Assessment,12/6/2018,NUBk0V,,,,,Under Investigation,Z8A2sBPlBlnwtCkUroPRjqbGrEIRhBacck9EQNaw,0,CVE-2021-44228,pVlvHKCOV3,task15127,11/24/2019,2/25/2018,,asset0261
1/18/2018,C040A1BE,,High,0,,,No,,,,7/31/2018,1APWtlD0muziCmJNSTMM9shopJI59axS9DMmnpjB,,,AppSec Assessment,4/5/2018,nO8qAY,,,,,Open,LPZhSjyUFPQND4QRnGFtymaMUREhcGKDfqwpAiQ7,2,CVE-2022-42889,pIyRL2YhFv,task19643,4/28/2018,1/18/2018,,asset0971
1/21/2023,E3198CE2,,Very High,0,,,No,,,,1/28/2023,OAtUNWeWZvu53f1usJudfECmzDxG3GCxkTZAjWJI,,,Infra,1/28/2023,xpWkW3,,,,,In Remediation,mlgzajfB9YZRYRwuIgbAB2IW104PAuqwWbb6iUCG,0,CVE-2021-44228,ybOLmuIDE2,task15192,1/28/2023,1/21/2023,,asset0026
1/11/2020,041DDCDF,,Very High,0,JHC4R90KF0czKt6MB5JhHt7FFPQOlFahmQFPaDG2,,No,,,,4/30/2020,xsdWTYvkw3rCw3xTQtkKM9rstzViJ9fMP6oJPE5J,,,Infra,3/11/2020,N0oM2V,,,,,Closed,lQS9gWqfG1Yqgapw1P4HF6ROiwyx1aL7rtNvBsQ4,0,CVE-2018-1270,YthBcQDE8v,task17525,4/18/2020,1/11/2020,4/18/2020,asset0768
12/5/2022,75EC8817,,Very High,0,,,No,,,,5/15/2023,xzD1tyTU3Y2c3uCm0cy63LJDQjpA3iYOdrV9fdvR,,,Infra,12/20/2022,llfC1p,,,,,Closed,m0h2LP7phZtqoljPxc3c8kNuQ47LTjxnr7WlFWms,0,CVE-2021-44228,G2hI7HB0dZ,task18231,4/25/2023,12/5/2022,4/25/2023,asset0399
11/27/2020,AF2BF184,,Emergency,0,,,No,,,,7/14/2021,VUzQALfmxFoBH2oqSMSq7WL8fR00LLZIRdPwIDrM,,Removal of software,Infra,4/10/2021,NPavcT,,,,,Closed,E0jLs6hb9g79wEnLGxF9xd4QvYAiJPTIOg8yjfZG,0,CVE-2023-44487,0eBK1HFCu0,task17119,6/19/2021,11/27/2020,6/19/2021,asset0612
7/12/2018,61B83A11,,High,0,,,No,,,,10/10/2018,YLKP78GoLzb92W7BQHlkSW15hxVwNk0O7kekbWiP,,,Infra,10/6/2018,1Hfv1A,,,,,Resolved,lsyMMz91VVZgrBpklAr2L30uVGIn4rQMGzuOZxLs,1,CVE-2022-42889,qQ51o3mEfl,task15094,10/6/2018,7/12/2018,,asset0155
2/11/2021,6E670E7A,,Very High,0,,,No,,,,9/13/2023,Y3sNPSSAPNZ0WEduPwhNbrgJykT24GO7gJvR4zFH,,,Infra,9/13/2021,JPIqCu,,,,,Open,1mNVQeWT95v85kQ1msNBOpOdCJB8JJkpqnmsYHms,0,CVE-2022-42889,p2mTg2x7mP,task15221,3/10/2022,2/11/2021,,asset0355
9/20/2022,D88596FC,,High,0,,,No,,,,10/30/2023,fjavgRJWkdHVPAeL8za8CrckoadCLmQOtTz3URcx,,,Infra,4/17/2023,jgvSJy,,,,,Under Investigation,VdtPvJxGliM3S3dpU72myDwnss1mpPp6AAZX8rdK,1,CVE-2023-44487,qC6qEfTmj7,task19154,9/11/2023,9/20/2022,,asset0820
1/21/2019,B5056D17,,High,0,,,No,,kX23PKayMRK8MChMtB6syYQgI1BLmhlUWhdBVi0qxDvw3neFucgY5cm7ufQdTEovO3gbWKc1eb5jfA1CaZYVN1xXvQyvYtm6Vnp1,,4/22/2021,J7Xv7G91dU3SlC41WBdzU5Mj1DhdARaZpsemhdRP,,Removal of software,AppSec Scan,8/11/2020,zErTMX,,,,,Resolved,rqwtk59EsjN8et9RnL6fkovIAXd2id3QbcfBvCJY,0,CVE-20163427,5MEH5eHPAO,task17782,3/25/2021,1/21/2019,,asset0430
3/9/2021,60365E5A,,Emergency,0,,,No,,,,3/29/2021,UFORETBnPLfpDz4oKLNeO0ZdgrMRokLw2jY3Fpe8,,,AppSec Assessment,3/13/2021,yDOWwd,,,,,Closed,Aa9YS7EG3qg774tBxVvMX8kTYk3JDj8GyfRqJSw5,2,No-CVE,srbVOOLQPz,task17635,3/27/2021,3/9/2021,3/27/2021,asset0217
8/15/2020,90F5597F,,High,0,,,No,,,,12/1/2021,Hou4yvoT2cAXOhJF3WOGpiI8i7i4ON9YCgGFv2hW,,Removal of software,Infra,10/21/2020,XaXMlB,,,,,Open,3ZdQAmNoHpFLXIT0roAvOj0TMnyGtlvxs1v1YyBj,0,CVE-2022-42889,tTGjcL5Bdk,task18372,2/25/2021,8/15/2020,,asset0435
7/17/2023,A1773A82,,Very High,0,,,No,,,,10/5/2023,gU0SoOyExBd3RsYNineUbyiTA5yo2rlqbpXAiXaz,,Removal of software,Infra,8/27/2023,wlwltU,,,,,Closed,25DXuvMkWhGCIqMyYSAtyW8HIuSOd2Nx8mr9RQxR,0,CVE-2021-44228,SDK1TaWeEz,task19744,9/21/2023,7/17/2023,9/21/2023,asset0007
2/22/2021,BA11C2E7,,Critiacal,0,,,No,,,,11/5/2021,43LYfA7aG56wGJULS8VEFOz4nEg5twUiuKLVzQBJ,,Patching,Infra,4/28/2021,haMCTb,,,,,Closed,3cWq2nyJ1kVn0vxn2pNGDemkEsq31lHLFecYaGfn,1,CVE-2021-44228,6Jo3FFRQlx,task16592,9/9/2021,2/22/2021,9/9/2021,asset0966
1/20/2023,0AB6B44B,,Very High,0,,,No,,,,8/12/2023,rwvwd416jI0a7HduU30YxVQ3uX7ciwbgOKrMyVLV,,,Infra,6/4/2023,IIRzXt,,,,,In Remediation,eI6aNtR9zIEktU0zlBlF5LKoIMjMPTT8vZxozy0p,1,No-CVE,Z3IMDhxjPs,task15478,8/4/2023,1/20/2023,,asset0101
8/23/2019,AE88FA8C,,Very High,0,,,No,,,,6/23/2021,tYEUv9Cdx78QebufrMpic4CypQbA3tjWoM5MMIaP,,Major Version Upgrade,Infra,3/5/2020,Vu2Lmv,,,,,Closed,xfMPWhG8khh9rggnpwqlsHqJ1AvhLFUTACiOZQoR,2,CVE-2018-1270,5cxOfNLi8W,task16846,10/30/2020,8/23/2019,10/30/2020,asset0255
1/24/2021,003BF1CE,,Emergency,0,,,No,,,,7/23/2023,NJKRDD2KxysDfwyEjRXfUZTlXnbgfz8gXNw6Z4Sw,,,Infra,6/20/2022,lvOyCd,,,,,Open,GK6dwHjsjxUf95o1PzOTKygf8t5Dy9JqqWePGwfi,0,CVE-2021-44228,6B3gRc0LcB,task16204,4/23/2023,1/24/2021,,asset0208
8/21/2019,FF80AA79,D0B69F,Critiacal,0,,,No,,,,8/26/2022,Fsjg8lKUa3clQSdd2Mo0usfBq5siQDepoG37Ybjq,,,Infra,3/8/2020,rGDaKC,,,,,Resolved,oAonJlzltL8VijAUbRQq3lKeHYjZo703adOXNs9m,2,CVE-2018-1270,FSdNbLIoEN,task15944,9/4/2020,8/21/2019,,asset0039
5/4/2021,BC9060A7,,Very High,0,,,No,,,,6/21/2022,TDJVgF1BGyGFTzvmOagJGvk1yog0hViEtGGIoTVA,,,Infra,9/19/2021,YPjPO7,,,,,Closed,VwxrPjhJkldGzati0rKblTZ5qGgCIhc4C3ivFgtT,2,No-CVE,ZbGvzLi3D1,task19073,9/21/2021,5/4/2021,9/21/2021,asset0451
6/20/2019,BB2A3B6B,,Very High,0,,,Yes,,,,2/13/2022,iNDezKJQxwJFDCIacdqT8nLCTSSb38AJQX413lN3,,,Infra,10/16/2019,hN9kEJ,,,,,Resolved,PWy58CsoHiZRzPbChZSRbMihbbFz9seDNnrwBFpU,0,CVE-2021-44228,jvq2nykiRD,task17630,9/9/2021,6/20/2019,,asset0567
5/4/2021,D0054D53,,High,0,,,No,,,,12/22/2022,TiM2ztgoYDZpRXyKKaPOj0fxPgOEi6F17K7Ijnmt,,,Infra,1/23/2022,aXVgeV,,,,,Under Investigation,0hI6qVFD3qgIGQJT8imbESBnDvGTiJz7589q5UFe,0,CVE-2021-44228,KLfhH2xgy3,task15366,7/20/2022,5/4/2021,,asset0722
9/30/2018,8D203BD5,,Very High,0,,,No,,,,5/23/2019,jYs71zSMGa6izc48t3Md2QASSJYnqsO8UJxFHf1l,,,Infra,10/31/2018,cLv5Bz,,,,,Resolved,UyxNC3WkrEsNiwfC7BmYbfdUBNS4krxk78fKqrBZ,2,CVE-2022-42889,abyDTS18pQ,task16970,4/26/2019,9/30/2018,,asset0301
7/18/2019,1ADDF061,,High,0,,,No,,,,7/10/2020,0eZEmmS36GySdjHv3D597Cm9bBAgRZeJtNbZa33q,,,Infra,6/15/2020,6wksa2,,,,,Closed,frYoPGtYFUpHbSe4f9ZSOi4hLlgkL9dcP2CZXdFk,0,CVE-2023-4863,Q3oIgTDWPe,task19582,6/19/2020,7/18/2019,6/19/2020,asset0553
7/12/2020,611DC7F3,,Very High,0,,,Yes,,,,6/12/2022,uTnouU5kGGI0iBr4bn6JUfLTK74GAmWnEVaAhnlZ,,Removal of software,Infra,1/11/2022,6SAVuL,,,,,Closed,MvHoTwgpYsvhMOpr05nvR1rS8l8gU2NyggOWU3F6,0,CVE-2018-1270,AOkHptcwDh,task17876,2/2/2022,7/12/2020,2/2/2022,asset0768
