uniq_id,retire_date,record,crit,bus_process,fcc_group_id,fcc_group,prot_type,db_bus_approver,db_tech_approver,app_platform,lto_one,lto_two,lto_three,lto_four,lto_five,model_asset,npi_type,data_cetner,recovery_group,shared_service,mant_all,mant_first,mant_fourth,mant_done,mant_none,mant_other,mant_secound,deplot_date,asset_id,asset_status,asset_type,bhs_classifcation,bhs_rationale,bhisomess_facing,confidental_info,cots_product,critcal_facing,crown_jewel,version,goverance_rating,desc,maint_desc,eu_path,expected_yr,expeced_qtr,exteranl_facing,hamp,info_class,is_platform,l1_grp,l1.5_grp,l2_grp,l3_grp,locatal_resiliance,location,mait_days,mait_frq,mait_time,confidental_npi,other_lang,passing_data,platform_type,primary_language,production_date,recover_cap,recover_rpo,recover_cap_rtc,recover_time_hours,retirement_start,retirement_target,shared_system,software_name,sox_relevane,tech_prot,maint_thrid,vender_name,bus_capability,aws_version,cloud_date,asset_rate,data_id,research_asset,vender_name_other,sox_date,business_id,retirement_start,business_justification,recovery_proprty,critiacal_cyber,cloud_only,prem_only,enterprise_bu,lowest_rpo,lowest_rto,data_approch,subrec
id000035,5/10/2020,,Medium,,556T3086G56783HA,533H1214O13400RJ,,419Z7217D11727VP,369T7633B41420OJ,IBM,6/21/2021,7/14/2022,8/3/2023,8/11/2019,11/5/2023,No,No,Urbana A,Group 2,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,FALSE,1/1/2024,asset0035,Retired,Utiltiy,Hold to Kepp,Under Use,No,Yes,Yes,No,No,7.00,Medium,ZB46,TJ21,\\path\assets\asset0035,,,No,Yes,Confidential-Restricted,False ,IF41,CP53,AP17,JC56,Urbon B,,Friday,,,No,,Yes,,Java,9/10/2021,,24,,241,,,True,190L3562I53670DH,No,SF Analytics,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000036,6/1/2020,,Medium,,340Y3480F91804WH,371J9796X42280WG,,464V1817J34113FS,683E7681G48741DA,IBM,10/1/2021,1/1/2018,8/26/2020,9/14/2020,2/28/2021,No,No,Urbana A,,Critiical Shared Service,,,,,TRUE,TRUE,FALSE,4/13/2020,asset0036,Deployed,Application,Sell,Set to be retired,No,Yes,No,Yes,Yes,8.00,High,DX66,SF44,\\path\assets\asset0036,,,No,No,Confidential-Restricted,False ,FL89,MS62,QK91,ZX23,RTP,Physically Hosted,Saturday,Bi-monthly,8:00 PM,Yes,XML,Yes,,Javascript,5/23/2022,,24,,250,,,True,328O6834W61791DO,No,End User Support,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000037,1/16/2018,,Medium,,855Y5058O37701GB,728U8886J30567IV,,757R1159Y75696RP,580V2961D83900NF,Linux,3/31/2024,8/5/2022,2/27/2023,12/18/2019,7/6/2022,No,No,Urbana A,Group 2,Critiical Shared Service,,,,12:00 AM,FALSE,FALSE,FALSE,3/5/2018,asset0037,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,No,No,No,8.00,Medium,XP83,PT57,\\path\assets\asset0037,,,No,No,Confidential-Internal-Distribition,False ,AN14,XX91,RR29,RR99,,Physically Hosted,Friday-Monday,Weekly,5:00 AM,Yes,XML,No,,Javascript,8/18/2022,,24:00:00,,241,,,True,552Y7280S28405OS,Yes,Capital Markets,Fasle,,,,,,,,,,,,,,,,,,,,,
id000038,1/21/2018,,Low,,402C4092M45670EP,618J3531Y85540NF,,779L9672R17646ZK,536C7252W82250IB,Unix/Solaris,10/21/2019,6/24/2023,10/14/2018,10/31/2019,2/14/2023,No,No,,Group 2,Shared Service Direct,,,,12:00 AM,TRUE,TRUE,FALSE,3/2/2020,asset0038,Retired,Utiltiy,Sell,Set to be retired,No,Yes,No,No,No,7.00,Low,AH72,PS84,\\path\assets\asset0038,,,No,No,Confidential-Restricted,False ,RD84,EY17,QY94,EX23,Urbon A,Physically Hosted,Friday,,,Yes,MS Excell,No,,SAS,7/30/2021,,24,,75,,,Fasle,840I7702Z46303MZ,Yes,Credit Loss Mgt,Fasle,,Technology Management,Unknoen,,,,,,,,,,,,,,,,,,
id000039,10/1/2018,,High,,176M8460S92467ZC,797A8381Z27610TK,,228F9455F73625BT,458V1066M24165PF,Wintel Server,2/22/2019,2/19/2019,8/7/2021,2/22/2018,4/6/2020,No,Yes,Urbana A,Group 2,Critiical Shared Service,,,,5:00 PM,TRUE,FALSE,TRUE,8/19/2019,asset0039,Deployed,Application,Hold to Kepp,Under Use,Yes,Yes,Yes,No,No,8.00,Medium,ME22,GM27,\\path\assets\asset0039,,,No,Yes,Confidential-Highly-Restricted,False ,HL25,HO57,KV80,ER37,Urbon B,,Sunday,Bi-monthly,12:00 AM,No,XML,Yes,,C,8/20/2022,,120:00:00,,241,,,Fasle,605S8209J47371BC,No,Capital Markets,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000040,2/19/2022,,Medium,,589K8535Q92987SW,851Y2797J35949QL,,805Y7078B14198QX,376Q8140E94255DB,IBM,5/8/2023,12/28/2018,7/25/2023,3/7/2022,1/9/2019,Yes,No,,Group 0,,,,,,FALSE,TRUE,FALSE,1/4/2021,asset0040,Deployed,Application,Sell,Set to be retired,No,No,Yes,Yes,No,9.00,Low,ST67,CP23,\\path\assets\asset0040,,,No,No,Confidential-Restricted,False ,FJ39,RH78,YR12,KU84,RTP,,Friday,Monthly,12:00 AM,No,XML,No,,Javascript,7/11/2019,,48,,250,,,Fasle,732Q7703H68869YX,No,M&A,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000041,10/18/2019,,Medium,,876S1192S57795YJ,857S8338D88008VY,,213P4637L79388PX,112V9031J85895EX,Unix/Solaris,5/10/2021,11/17/2021,4/29/2018,2/3/2018,9/17/2022,No,Yes,,Group 1,Critiical Shared Service,,,,,FALSE,FALSE,FALSE,2/4/2022,asset0041,Retired,Application,Sell,Set to be retired,No,Yes,Yes,No,Yes,8.00,Low,TY76,SV87,\\path\assets\asset0041,,,No,No,Confidential-Highly-Restricted,False ,ML19,HD77,GK16,NJ59,Out of Region,,Sunday,,,No,,Yes,,MS Acess,7/17/2023,,120:00:00,,121,,,Fasle,553M7966H73184TI,No,Other,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000042,4/27/2021,,High,,509H9603J59327LA,849U6807V56480XN,,487M1875E91291XD,871I3206U37945IE,Wintel Server,12/17/2018,7/16/2022,9/17/2023,2/27/2021,11/1/2018,Yes,Yes,Urbana A,Group 1,,,,,12:00 AM,TRUE,FALSE,FALSE,10/26/2018,asset0042,Retired,Application,Sell,Set to be retired,No,Yes,Yes,No,No,8.00,High,XM25,BE14,\\path\assets\asset0042,,,Yes,Yes,Confidential-Internal-Distribition,False ,RO53,SN43,IM91,AH56,RTP,Physically Hosted,,Monthly,5:00 AM,Yes,XML,No,,C,3/2/2022,,50:00:00,,241,,,True,390F1345P98071WG,Yes,SF Analytics,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000043,7/2/2018,,High,,366R8049N66589UM,671U5653Y26899YS,,714Q5706E77752EU,936K6574V45513GD,Linux,10/10/2021,6/24/2020,1/6/2019,10/27/2021,8/1/2021,Yes,Yes,Urbana A,Group 1,Shared Service Direct,,,,12:00 AM,TRUE,TRUE,TRUE,7/19/2021,asset0043,Deployed,EUC,Sell,Set to be retired,Yes,No,No,Yes,No,8.00,Low,WX94,LW20,\\path\assets\asset0043,,,Yes,Yes,Confidential-Restricted,False ,QS35,JE52,OV62,IK65,Urbon B,,Saturday-Sunday,Monthly,8:00 PM,No,XML,No,,,12/4/2020,,24:00:00,,48,,,Fasle,844E3150T51105LN,No,Other,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000044,7/28/2018,,Low,,481R2492R73135NY,454Z6423X43403HX,,196N9923I16367EN,557P4248D89138FI,Linux,7/23/2024,8/13/2020,10/26/2019,10/12/2018,12/5/2019,Yes,Yes,,,Critiical Shared Service,,,,5:00 PM,TRUE,TRUE,TRUE,5/18/2020,asset0044,Retired,Utiltiy,Sell,Set to be retired,Yes,Yes,No,Yes,No,8.00,Low,MQ44,TL63,\\path\assets\asset0044,,,Yes,Yes,Confidential-Restricted,False ,NO54,HY97,GS94,EH62,RTP,Physically Hosted,Saturday-Sunday,,,No,XML,No,,,5/25/2020,,24,,121,,,True,554U1561V31907QX,Yes,SF Analytics,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000045,11/9/2018,,Medium,,506Q2016O88717QT,218Y2587Y64858VX,,893Q3687O74559FV,900C2996P27462BB,Wintel Server,10/12/2022,2/24/2019,11/12/2019,5/2/2023,7/5/2021,No,Yes,Urbana A,,Shared Service Direct,,,,5:00 PM,FALSE,FALSE,FALSE,11/9/2019,asset0045,Retired,Application,Hold to Kepp,Under Use,No,Yes,Yes,Yes,No,9.00,Medium,HY61,GK69,\\path\assets\asset0045,,,No,Yes,Confidential-Highly-Restricted,False ,ZI80,YO92,GE66,KV71,Out of Region,,Saturday-Sunday,Bi-monthly,9:00 PM,Yes,XML,Yes,,,4/18/2021,,120:00:00,,96,,,Fasle,799U8607A18938NJ,No,Credit Loss Mgt,Fasle,,,,,,,,,,,,,,,,,,,,,
id000046,6/6/2023,,Medium,,120X1339H62901EO,122I8526T66746CY,,933Z3273F85124TI,732Q5825F95592YE,IBM,1/29/2018,6/15/2022,4/14/2020,3/29/2019,3/24/2020,No,No,,Group 3,,,,,12:00 AM,TRUE,TRUE,TRUE,5/7/2018,asset0046,Deployed,EUC,Sell,Set to be retired,No,No,No,Yes,No,8.00,Medium,MJ82,NK62,\\path\assets\asset0046,,,No,No,Confidential-Restricted,False ,UU18,WD12,WO38,DL11,Out of Region,Physically Hosted,Friday-Monday,,,Yes,XML,No,,C++,8/20/2023,,50:00:00,,241,,,True,578C5198E25174XJ,Yes,Other,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000047,4/30/2018,,Medium,,586C2186X23853KC,522J6036F32630WV,,708F7207C53037IF,243V7491C11327YQ,Linux,9/22/2023,6/16/2020,1/5/2023,4/17/2020,5/8/2018,No,No,Urbana A,,Critiical Shared Service,,,,5:00 PM,TRUE,FALSE,FALSE,12/18/2024,asset0047,Deployed,EUC,Sell,Set to be retired,No,No,No,No,No,9.00,Medium,TE66,DB44,\\path\assets\asset0047,,,No,No,Confidential-Restricted,False ,JC46,SF10,US25,EO49,Urbon A,Physically Hosted,,Bi-monthly,8:00 PM,No,XML,Yes,,SQL,1/26/2022,,24:00:00,,48,,,True,366M8755V45489CG,No,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000048,10/17/2018,,Medium,,550N6341X36851BO,175I3337J66372CJ,,370Z1323Z35441JR,698V2154M74699SN,Linux,1/1/2022,12/6/2018,12/1/2019,3/12/2021,12/30/2018,Yes,No,,Group 3,Shared Service Direct,,,,,TRUE,TRUE,FALSE,11/12/2022,asset0048,Retired,Utiltiy,Sell,Set to be retired,No,No,Yes,No,Yes,7.00,Low,KP72,AK59,\\path\assets\asset0048,,,No,Yes,Confidential-Restricted,False ,ZO24,LN70,TL59,WB70,Urbon A,Physically Hosted,Saturday-Sunday,Weekly,8:00 PM,Yes,Javascript,No,,MS Acess,6/26/2019,,24:00:00,,121,,,Fasle,100R3053N20778SV,No,SF Analytics,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000049,7/29/2018,,High,,731L6920W56623RG,346Z9928Q20287JR,,105O8260H75890AE,819S6926W56496UU,Wintel Server,10/18/2022,10/21/2020,6/6/2019,3/23/2019,6/8/2018,Yes,Yes,Urbana A,Group 0,Critiical Shared Service,,,,12:00 AM,FALSE,TRUE,FALSE,7/17/2024,asset0049,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,No,Yes,No,7.00,Medium,ZV67,MW11,\\path\assets\asset0049,,,No,No,Confidential-Highly-Restricted,False ,VG33,UC57,PC31,WC11,Urbon A,,Friday-Monday,Bi-monthly,9:00 PM,No,MS Sharepoint,No,,SQL,2/26/2021,,120:00:00,,96,,,Fasle,449V8348L53577AF,Yes,Enterprise Data,Fasle,,,,,,,,,,,,,,,,,,,,,
id000050,11/21/2018,,High,,223O2108O86634YG,966A9013Y86844OS,,462C5515G68255OU,877Q5424W91134MI,Wintel Server,2/9/2019,9/11/2020,5/8/2022,10/22/2019,11/24/2018,Yes,Yes,,,,,,,,TRUE,TRUE,FALSE,3/7/2023,asset0050,Retired,Application,Hold to Kepp,Under Use,Yes,No,Yes,Yes,Yes,9.00,High,OP99,NO30,\\path\assets\asset0050,,,No,No,Confidential-Highly-Restricted,False ,SB12,HP35,CK21,OC75,RTP,Physically Hosted,,,,Yes,MS Excell,Yes,,,5/24/2023,,120:00:00,,250,,,True,601T7490I78106KW,No,M&A,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000051,7/9/2021,,Medium,,805D8344O51223VH,762C1195P60053GK,,452J8916H40644FG,645K1407J48941EP,IBM,3/10/2023,5/26/2023,11/8/2021,3/20/2020,1/2/2021,Yes,No,Urbana A,Group 2,,,,,,TRUE,TRUE,TRUE,4/22/2018,asset0051,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,Yes,Yes,No,7.00,Low,SB20,LK83,\\path\assets\asset0051,,,No,Yes,Confidential-Restricted,False ,YY60,KQ79,MU20,MQ93,Urbon A,,Saturday,Weekly,9:00 PM,No,Javascript,Yes,,Javascript,7/19/2023,,120:00:00,,75,,,Fasle,423U5971P49607WZ,No,End User Support,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000052,10/26/2019,,Low,,193R4030R57333JO,406R9631D20058AO,,898G5501H95129PU,658B9552Z50305OE,Wintel Desktop,1/2/2021,12/16/2019,2/26/2021,1/3/2023,11/15/2019,Yes,Yes,,Group 2,Shared Service Direct,,,,12:00 AM,TRUE,FALSE,FALSE,11/27/2020,asset0052,Retired,Application,Sell,Set to be retired,Yes,No,Yes,No,Yes,7.00,Low,DY44,WS52,\\path\assets\asset0052,,,No,Yes,Confidential-Highly-Restricted,False ,UP83,MV91,KB89,VM24,,,,Weekly,8:00 PM,Yes,XML,Yes,,C,6/2/2023,,50:00:00,,48,,,Fasle,467C8247R74800LH,Yes,SF Analytics,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000053,5/1/2022,,High,,524S2437D74974XC,694U2619L83444JE,,118E4213Q64786EQ,104U2900R53629SU,Unix/Solaris,12/24/2024,1/27/2019,8/17/2018,7/26/2019,9/1/2023,Yes,Yes,,Group 0,Critiical Shared Service,,,,12:00 AM,TRUE,TRUE,TRUE,4/14/2019,asset0053,Retired,EUC,Hold to Kepp,Under Use,Yes,Yes,No,Yes,No,7.00,Low,KB89,KM10,\\path\assets\asset0053,,,No,No,Confidential-Restricted,False ,UJ89,SV92,FP28,NE78,Out of Region,,,Weekly,5:00 AM,No,MS Excell,Yes,,Java,8/12/2021,,48,,48,,,Fasle,959Q6573Y45627QH,Yes,Capital Markets,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000054,7/21/2021,,Low,,392L8605V79277RW,762D8061W19330JD,,718H8089F65639JF,479H2146U28726YF,Unix/Solaris,7/25/2018,11/30/2021,3/2/2023,12/27/2021,5/25/2021,No,No,Urbana A,Group 1,Shared Service Direct,,,,,FALSE,TRUE,TRUE,10/23/2022,asset0054,Deployed,Application,Sell,Set to be retired,Yes,Yes,Yes,Yes,Yes,7.00,Medium,BE37,GB40,\\path\assets\asset0054,,,No,Yes,Confidential-Internal-Distribition,False ,TV84,PT21,FI40,DF84,,,Sunday,Bi-monthly,12:00 AM,Yes,MS Excell,Yes,,SAS,3/28/2023,,50,,250,,,True,228K6320W13283OT,No,End User Support,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000055,6/2/2018,,Medium,,502C9285F71479IH,822H1060L24820RN,,757H4440T91845SC,731Y5409P71580IE,Wintel Desktop,2/10/2018,8/28/2022,10/15/2018,6/9/2023,7/14/2018,Yes,Yes,Urbana A,,Critiical Shared Service,,,,12:00 AM,TRUE,FALSE,FALSE,4/3/2022,asset0055,Deployed,EUC,Hold to Kepp,Under Use,Yes,No,Yes,Yes,No,8.00,High,QJ44,AL96,\\path\assets\asset0055,,,Yes,No,Confidential-Internal-Distribition,False ,DX61,YK41,MO14,PS99,,,Sunday,Bi-monthly,5:00 AM,No,MS Excell,Yes,,SQL,12/25/2022,,50,,121,,,Fasle,395F7431H37592DL,Yes,Capital Markets,Fasle,,Disclosure Management,,,,,,,,,,,,,,,,,,,
id000056,8/25/2018,,High,,104I8976U52603TH,247J6258G81288PF,,445B8300W80227RW,863S5929A67329IH,Linux,5/10/2021,12/24/2020,6/11/2020,8/17/2018,4/23/2022,Yes,Yes,Urbana A,,,,,,5:00 PM,FALSE,TRUE,FALSE,9/30/2020,asset0056,Retired,Exteranl Data,Sell,Set to be retired,Yes,No,No,Yes,No,8.00,Low,PT54,YB26,\\path\assets\asset0056,,,Yes,Yes,Confidential-Internal-Distribition,False ,RR74,UE95,XX20,EL77,,Physically Hosted,Friday,Weekly,5:00 AM,No,,No,,Java,6/10/2020,,50,,241,,,True,118K3304N29080DR,No,Other,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000057,2/10/2020,,Medium,,813Q5302L61974KV,522Z9142A38941BV,,683O9820O26662WQ,983P5716J56922TX,Wintel Server,4/29/2022,12/28/2022,5/6/2020,6/5/2018,3/3/2018,No,Yes,Urbana A,,Critiical Shared Service,,,,5:00 PM,TRUE,FALSE,FALSE,6/18/2023,asset0057,Retired,Utiltiy,Hold to Kepp,Under Use,Yes,No,No,No,Yes,9.00,Medium,BV21,AD28,\\path\assets\asset0057,,,Yes,No,Confidential-Internal-Distribition,False ,LL25,YR96,FE59,ET19,Out of Region,,Friday,Weekly,12:00 AM,No,,Yes,,MS Acess,12/7/2022,,48,,48,,,True,761S2668P38208WO,Yes,Capital Markets,Fasle,,,,,,,,,,,,,,,,,,,,,
id000058,8/28/2018,,Low,,950X4649G18265WP,834Q5216I22729NC,,130E8692Y44260CS,848H6423V85801VT,Unix/Solaris,3/24/2024,9/21/2018,7/29/2021,4/12/2018,6/30/2019,No,Yes,,Group 0,Critiical Shared Service,,,,,TRUE,TRUE,FALSE,1/26/2018,asset0058,Deployed,Utiltiy,Hold to Kepp,Under Use,Yes,Yes,No,No,Yes,7.00,Low,KJ91,KQ12,\\path\assets\asset0058,,,No,Yes,Confidential-Highly-Restricted,False ,WT95,XV89,VL33,IK77,Urbon B,,,Monthly,12:00 AM,No,MS Sharepoint,Yes,,MS Acess,6/19/2022,,24,,250,,,True,278X2243H30948FR,Yes,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000059,12/2/2018,,Medium,,657F3549P70982OG,863J2404D43168RY,,694I7099U13783UV,937R3728N87196MW,Wintel Desktop,6/14/2018,9/16/2021,9/4/2022,7/5/2022,2/3/2018,No,No,Urbana A,,Shared Service Direct,,,,,FALSE,FALSE,FALSE,11/9/2023,asset0059,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,Yes,Yes,No,8.00,High,HT12,RM57,\\path\assets\asset0059,,,No,Yes,Confidential-Highly-Restricted,False ,KY63,JG78,BI23,TC88,RTP,Physically Hosted,Saturday,Weekly,9:00 PM,Yes,Javascript,Yes,,Javascript,12/9/2019,,48,,75,,,Fasle,980V2570G57057CZ,No,Capital Markets,Fasle,,Loss Mitigation Management,Unknoen,,,,,,,,,,,,,,,,,,
id000060,10/8/2021,,Low,,848U5978L86856PE,437W4946U68537DB,,189R9453B30851BY,592I2901M85219ZC,Wintel Server,11/9/2021,12/17/2020,3/3/2022,9/3/2018,1/27/2018,No,No,Urbana A,Group 3,Critiical Shared Service,,,,5:00 PM,TRUE,TRUE,TRUE,5/27/2020,asset0060,Retired,Application,Hold to Kepp,Under Use,Yes,No,Yes,No,Yes,8.00,High,BR63,MP93,\\path\assets\asset0060,,,Yes,Yes,Confidential-Highly-Restricted,False ,RP19,AV40,FL87,XI80,Out of Region,Physically Hosted,Saturday-Sunday,Weekly,9:00 PM,No,,No,,C++,11/13/2020,,120:00:00,,241,,,True,590B3129F30235WM,Yes,M&A,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000061,12/8/2022,,Low,,746K6039H13834HG,649M5736Z47283KM,,215K8649V17588FK,996P8023R16418RQ,Linux,11/17/2020,6/27/2021,8/5/2020,7/31/2019,7/8/2018,No,Yes,,Group 1,Critiical Shared Service,,,,12:00 AM,FALSE,FALSE,FALSE,3/26/2024,asset0061,Deployed,EUC,Hold to Kepp,Under Use,Yes,No,No,No,Yes,7.00,High,PN91,PF48,\\path\assets\asset0061,,,No,No,Confidential-Internal-Distribition,False ,WK54,JO18,BR61,MV58,Urbon B,Physically Hosted,Sunday,,,No,MS Sharepoint,No,,Javascript,9/14/2023,,24,,241,,,Fasle,278Q5680I35952OT,Yes,Infrastucture,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000062,4/13/2019,,Low,,766U4769K74100WD,412Y5202T78547AX,,893B5939O37595IA,243P7317M96669EC,Linux,9/12/2019,7/23/2020,7/8/2018,9/1/2022,12/4/2019,No,No,Urbana A,Group 3,Critiical Shared Service,,,,,FALSE,FALSE,TRUE,5/25/2023,asset0062,Deployed,EUC,Hold to Kepp,Under Use,No,Yes,No,No,No,9.00,Low,NW56,UI89,\\path\assets\asset0062,,,No,Yes,Confidential-Restricted,False ,HX12,KQ40,FS97,VH95,,Physically Hosted,Saturday,Bi-monthly,9:00 PM,No,MS Excell,No,,VB,4/20/2022,,120:00:00,,241,,,True,740M3482V24599MT,No,End User Support,Fasle,,,,,,,,,,,,,,,,,,,,,
id000063,4/20/2020,,Low,,199G6359N92032XH,652N2199I73876FV,,587T3725M75516LA,624M6077U87083ZL,Wintel Server,3/27/2022,6/11/2023,7/17/2023,9/12/2020,11/30/2023,No,Yes,,Group 2,Shared Service Direct,,,,,FALSE,TRUE,TRUE,4/2/2019,asset0063,Retired,Application,Hold to Kepp,Under Use,Yes,No,No,No,Yes,7.00,High,AI33,JF80,\\path\assets\asset0063,,,No,No,Confidential-Internal-Distribition,False ,UQ26,KM22,QI49,RH67,Out of Region,Physically Hosted,Friday-Monday,,,No,MS Excell,Yes,,Java,5/15/2022,,50:00:00,,75,,,True,404D4988Q86327MR,Yes,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000064,10/13/2020,,Low,,864V5943A19863LP,265U7219Q79864WV,,876U9754R99023LG,188T2763S64609YL,Linux,2/6/2021,6/27/2022,5/5/2021,6/7/2019,1/13/2021,Yes,Yes,Urbana A,Group 3,Critiical Shared Service,,,,,TRUE,TRUE,FALSE,10/17/2018,asset0064,Deployed,EUC,Hold to Kepp,Under Use,Yes,Yes,No,Yes,No,8.00,Medium,KW95,XF80,\\path\assets\asset0064,,,No,Yes,Confidential-Internal-Distribition,False ,SO39,HR53,QD46,WG77,RTP,,Saturday-Sunday,,,Yes,Javascript,No,,Net,7/17/2021,,120:00:00,,250,,,Fasle,542Z3849G98136DX,No,SF Analytics,Fasle,,,,,,,,,,,,,,,,,,,,,
id000065,3/28/2021,,Medium,,922L3218R25957CQ,793P7757F13124BJ,,114Z9217V73040SC,935P1444D30857MH,Unix/Solaris,1/1/2023,8/2/2021,12/31/2019,6/27/2020,2/24/2020,Yes,Yes,,,,,,,5:00 PM,TRUE,TRUE,FALSE,4/4/2019,asset0065,Retired,Utiltiy,Hold to Kepp,Under Use,No,Yes,Yes,No,No,8.00,Low,UI27,BF60,\\path\assets\asset0065,,,No,Yes,Confidential-Internal-Distribition,False ,HQ39,SX36,FD19,KD94,,,Friday,,,Yes,XML,Yes,,Net,2/4/2020,,120:00:00,,241,,,Fasle,104W8954Y68738US,No,Enterprise Data,Fasle,,Technology Management,Unknoen,,,,,,,,,,,,,,,,,,
id000066,8/8/2023,,High,,153W9865B21439TY,416E5659B75621VG,,157G6628F86390HH,863O5523F69429RA,Linux,3/25/2023,6/8/2018,7/20/2018,4/23/2021,4/20/2018,Yes,Yes,Urbana A,Group 0,,,,,5:00 PM,FALSE,TRUE,FALSE,10/4/2024,asset0066,Deployed,Exteranl Data,Sell,Set to be retired,Yes,No,Yes,Yes,Yes,7.00,High,BH98,PL42,\\path\assets\asset0066,,,Yes,No,Confidential-Restricted,False ,TX71,GY53,MK92,FR77,Urbon B,Physically Hosted,Sunday,Weekly,12:00 AM,Yes,Javascript,No,,Java,5/16/2021,,24:00:00,,48,,,Fasle,652J9562A40561VV,Yes,Infrastucture,Fasle,,Disclosure Management,,,,,,,,,,,,,,,,,,,
id000067,7/8/2020,,Low,,504G5077E83001XN,674X8058C47752DF,,545L8348K67316BW,269R8343R47623XM,Wintel Desktop,10/28/2019,7/9/2022,9/27/2022,6/16/2020,8/31/2019,No,No,Urbana A,,Shared Service Direct,,,,,FALSE,TRUE,FALSE,3/27/2020,asset0067,Deployed,Utiltiy,Sell,Set to be retired,Yes,Yes,No,Yes,Yes,8.00,Medium,GU21,LW16,\\path\assets\asset0067,,,Yes,No,Confidential-Restricted,False ,LM73,BK39,XS27,TC14,,,Friday-Monday,Weekly,12:00 AM,No,MS Sharepoint,Yes,,C++,2/29/2020,,50,,241,,,Fasle,319X7182L74924QJ,Yes,M&A,Fasle,,,,,,,,,,,,,,,,,,,,,
id000068,12/19/2023,,Medium,,670D2332J66491OG,206N9892B50794JJ,,751D7103Z53244JT,490O8351P76289BM,Unix/Solaris,11/20/2023,5/12/2018,5/29/2021,5/20/2022,7/11/2023,No,Yes,Urbana A,Group 0,Shared Service Direct,,,,5:00 PM,TRUE,FALSE,TRUE,12/4/2024,asset0068,Deployed,Exteranl Data,Hold to Kepp,Under Use,Yes,Yes,No,Yes,No,9.00,Medium,GU77,UL94,\\path\assets\asset0068,,,Yes,Yes,Confidential-Highly-Restricted,False ,MC86,XW70,KC31,VX48,,Physically Hosted,Sunday,Monthly,5:00 AM,Yes,MS Sharepoint,Yes,,,5/3/2019,,120:00:00,,121,,,Fasle,169F2447T32192XB,Yes,Infrastucture,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000069,1/21/2018,,Medium,,378P9363E57474DN,597V1852S81508DF,,817C1338P89485OX,453R8209O50257YD,IBM,7/22/2020,2/23/2022,10/22/2018,2/7/2021,10/29/2021,Yes,Yes,,Group 1,Critiical Shared Service,,,,,FALSE,TRUE,TRUE,11/21/2020,asset0069,Deployed,Exteranl Data,Sell,Set to be retired,No,Yes,Yes,No,No,8.00,High,GF86,XB18,\\path\assets\asset0069,,,No,Yes,Confidential-Internal-Distribition,False ,CJ77,NL93,WG80,YO98,RTP,Physically Hosted,Saturday-Sunday,,,No,Javascript,No,,Net,3/9/2020,,48,,96,,,Fasle,707G4803Z23977WG,Yes,SF Analytics,Fasle,,Risk Management,Unknoen,,,,,,,,,,,,,,,,,,
id000070,10/16/2021,,Medium,,304E1110E88543FK,191V7124I63004FA,,392C4077E24325MB,752N7380Y87768FM,Wintel Server,7/13/2022,11/30/2020,5/22/2021,1/5/2020,1/31/2019,No,No,,Group 1,,,,,12:00 AM,TRUE,FALSE,FALSE,9/18/2020,asset0070,Deployed,EUC,Hold to Kepp,Under Use,Yes,Yes,No,No,Yes,8.00,Medium,HG99,XT15,\\path\assets\asset0070,,,No,Yes,Confidential-Internal-Distribition,False ,MR29,IE50,MU91,OE10,Out of Region,,Friday,Bi-monthly,12:00 AM,Yes,MS Sharepoint,No,,Java,8/28/2020,,50,,48,,,True,578K7738A86071YU,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
